"CHAINID","UID","GROUP-TYPE","CHAINNAME","LEADRSC","SCHOOLS","SCHOOLSDIS","TELIG","KS1APS","PFSM6CLA1A","PNOTFSM6CLA1A","PEALGRP2","SCHOOLS_CONVERTERS","SCHOOLS_SPONSORLED","SCHOOLS_FREE","SCHOOLS3","SCHOOLS4P","READPROG_DESCR","READPROGSCORE_P_ADJUSTED_WGTAVG","READPROG_LOWER_ADJ","READPROG_UPPER_ADJ","READPROGSCORE_P_ADJUSTED_DIS_WGTAVG","READPROG_FSM6CLA1A_LOWER_ADJ","READPROG_FSM6CLA1A_UPPER_ADJ","READPROGSCORE_P_ADJUSTED_NONDIS_WGTAVG","READPROG_NOTFSM6CLA1A_LOWER_ADJ","READPROG_NOTFSM6CLA1A_UPPER_ADJ","WRITPROG_DESCR","WRITPROGSCORE_P_ADJUSTED_WGTAVG","WRITPROG_LOWER_ADJ","WRITPROG_UPPER_ADJ","WRITPROGSCORE_P_ADJUSTED_DIS_WGTAVG","WRITPROG_FSM6CLA1A_LOWER_ADJ","WRITPROG_FSM6CLA1A_UPPER_ADJ","WRITPROGSCORE_P_ADJUSTED_NONDIS_WGTAVG","WRITPROG_NOTFSM6CLA1A_LOWER_ADJ","WRITPROG_NOTFSM6CLA1A_UPPER_ADJ","MATPROG_DESCR","MATPROGSCORE_P_ADJUSTED_WGTAVG","MATPROG_LOWER_ADJ","MATPROG_UPPER_ADJ","MATPROGSCORE_P_ADJUSTED_DIS_WGTAVG","MATPROG_FSM6CLA1A_LOWER_ADJ","MATPROG_FSM6CLA1A_UPPER_ADJ","MATPROGSCORE_P_ADJUSTED_NONDIS_WGTAVG","MATPROG_NOTFSM6CLA1A_LOWER_ADJ","MATPROG_NOTFSM6CLA1A_UPPER_ADJ","READPROGSCORE_P_WGTAVG","READPROG_LOWER","READPROG_UPPER","READPROGSCORE_P_DIS_WGTAVG","READPROG_FSM6CLA1A_LOWER","READPROG_FSM6CLA1A_UPPER","READPROGSCORE_P_NONDIS_WGTAVG","READPROG_NOTFSM6CLA1A_LOWER","READPROG_NOTFSM6CLA1A_UPPER","WRITPROGSCORE_P_WGTAVG","WRITPROG_LOWER","WRITPROG_UPPER","WRITPROGSCORE_P_DIS_WGTAVG","WRITPROG_FSM6CLA1A_LOWER","WRITPROG_FSM6CLA1A_UPPER","WRITPROGSCORE_P_NONDIS_WGTAVG","WRITPROG_NOTFSM6CLA1A_LOWER","WRITPROG_NOTFSM6CLA1A_UPPER","MATPROGSCORE_P_WGTAVG","MATPROG_LOWER","MATPROG_UPPER","MATPROGSCORE_P_DIS_WGTAVG","MATPROG_FSM6CLA1A_LOWER","MATPROG_FSM6CLA1A_UPPER","MATPROGSCORE_P_NONDIS_WGTAVG","MATPROG_NOTFSM6CLA1A_LOWER","MATPROG_NOTFSM6CLA1A_UPPER","RWMEXP_WGTAVG","RWMEXP_DIS_WGTAVG","RWMEXP_NONDIS_WGTAVG","PSEN","SCHOOL-URNS"
"TR00699",2974,"Multi-academy trust","E-ACT","National Sponsor Unit",13,13,592,15.8,55.9,44.1,32.4,1,12,0,1,12,4,-2.4,-2.9,-1.9,"-2.8","-3.5","-2.1",-1.9,-2.7,-1.1,3,0,-0.5,0.5,"-0.3","-0.9","0.4",0.3,-0.4,1,4,-1.9,-2.3,-1.4,"-2.3","-2.8","-1.7",-1.3,-2,-0.6,-2.5,-3,-2,"-3","-3.6","-2.3",-1.9,-2.7,-1.1,-0.1,-0.6,0.4,"-0.3","-1","0.3",0.3,-0.5,1,-1.9,-2.4,-1.5,"-2.4","-3","-1.7",-1.4,-2.1,-0.7,"55%","48%","65%",20.9,"137068, 137689, 137700, 138073, 138396, 138452, 138583, 138709, 138998, 139014, 139679, 139932, 143403"
"TR00741",3033,"Multi-academy trust","EAST MIDLANDS ACADEMY TRUST","North West London and South Central",4,4,256,16,32.8,67.2,50.4,0,4,0,0,4,4,-2.1,-2.9,-1.3,"-3.8","-5.2","-2.4",-1.2,-2.2,-0.2,2,1,0.2,1.7,"-0.3","-1.6","1",1.7,0.7,2.6,4,-1.3,-2,-0.6,"-2.5","-3.7","-1.3",-0.6,-1.5,0.3,-2.1,-2.9,-1.3,"-3.8","-5.2","-2.4",-1.2,-2.2,-0.2,1,0.2,1.7,"-0.3","-1.6","1",1.7,0.7,2.6,-1.3,-2,-0.6,"-2.5","-3.7","-1.3",-0.6,-1.5,0.3,"54%","42%","60%",13.7,"138605, 140362, 140370, 140628"
"TR00620",2840,"Multi-academy trust","EASTERN MULTI-ACADEMY TRUST","East of England and North East London",3,3,120,15.8,49.2,50.8,16.7,0,3,0,1,2,3,-0.1,-1.2,1.1,"-1.3","-2.9","0.3",1.1,-0.5,2.8,3,-0.1,-1.1,1,"-1.1","-2.6","0.3",1,-0.5,2.5,3,0.1,-0.9,1.1,"-0.7","-2.2","0.7",1,-0.5,2.4,-0.1,-1.3,1.1,"-1.3","-2.9","0.3",1.1,-0.5,2.8,-0.1,-1.1,1,"-1.1","-2.6","0.4",1,-0.5,2.5,0,-1,1.1,"-0.9","-2.3","0.6",1,-0.5,2.4,"68%","57%","78%",18.3,"140363, 140663, 142468"
"TR02566",3001,"Multi-academy trust","EBOR ACADEMY TRUST","East Midlands and Humber",3,3,58,16.3,37.9,62.1,10.3,0,3,0,1,2,4,-2.5,-4.1,-0.8,"-2.3","-5","0.4",-2.4,-4.5,-0.3,3,-0.8,-2.3,0.7,"-2.6","-4.9","-0.2",0.4,-1.5,2.3,3,-0.2,-1.6,1.3,"1.2","-1.1","3.6",-0.9,-2.7,0.9,-2.5,-4.1,-0.8,"-2.3","-5.1","0.4",-2.4,-4.5,-0.3,-0.8,-2.3,0.7,"-2.6","-5","-0.1",0.4,-1.6,2.3,-0.2,-1.6,1.3,"1.2","-1.2","3.6",-0.9,-2.8,0.9,"62%","51%","69%",20.7,"140563, 141393, 141880"
"TR01237",3643,"Multi-academy trust","EDUCATION SOUTH WEST","South West",5,4,68,16.9,19.1,80.9,4.4,4,1,0,0,5,2,2.3,0.8,3.8,"1.9","-1.6","5.4",2.5,0.9,4.2,3,-1.3,-2.7,0,"-2.6","-5.9","0.6",-1,-2.5,0.5,3,0.7,-0.6,2,"-0.8","-3.8","2.3",1.1,-0.4,2.5,2.3,0.8,3.8,"1.9","-1.7","5.4",2.5,0.8,4.2,-1.3,-2.8,0.1,"-2.6","-5.9","0.6",-1,-2.6,0.5,0.6,-0.7,2,"-0.8","-3.9","2.3",1,-0.5,2.5,"76%","69%","78%",20.6,"136200, 141284, 141286, 141287, 141624"
"TR03489",16322,"Multi-academy trust","ENFIELD LEARNING TRUST","North West London and South Central",3,3,366,14.9,55.5,44.5,60.7,3,0,0,3,0,3,0.7,0,1.3,"0.4","-0.5","1.3",1.1,0.1,2.1,2,1.4,0.8,2,"1.3","0.5","2.1",1.5,0.6,2.5,2,1.3,0.7,1.9,"1","0.2","1.7",1.7,0.8,2.6,0.7,0,1.3,"0.4","-0.5","1.3",1.1,0.1,2.1,1.4,0.7,2,"1.3","0.4","2.1",1.5,0.6,2.5,1.3,0.7,1.9,"0.9","0.2","1.7",1.7,0.8,2.6,"62%","60%","65%",29.2,"143198, 143200, 143201"
"TR02377",5196,"Multi-academy trust","ENHANCE ACADEMY TRUST","Lancashire and West Yorkshire",5,5,177,15.1,52.5,47.5,26.6,0,5,0,0,5,4,-2.3,-3.2,-1.3,"-2.2","-3.5","-0.9",-2.3,-3.7,-0.9,4,-1.7,-2.5,-0.8,"-2.2","-3.3","-1",-1.1,-2.3,0.2,3,-0.8,-1.6,0,"-1.2","-2.3","-0.1",-0.3,-1.5,0.8,-2.3,-3.2,-1.3,"-2.3","-3.5","-1",-2.3,-3.7,-0.9,-1.7,-2.5,-0.8,"-2.2","-3.3","-1",-1.1,-2.4,0.2,-0.8,-1.7,0,"-1.3","-2.4","-0.2",-0.3,-1.6,0.9,"46%","42%","51%",22.6,"138584, 138979, 139279, 139280, 139573"
"TR03069",15872,"Multi-academy trust","EVERY CHILD MATTERS ACADEMY TRUST","East Midlands and Humber",3,3,112,15.6,38.4,61.6,2.7,2,1,0,3,0,3,1.1,-0.1,2.2,"0.8","-1.1","2.6",1.3,-0.2,2.7,3,-0.2,-1.3,0.9,"-1.4","-3.1","0.3",0.5,-0.8,1.9,2,1.9,0.9,2.9,"1.7","0.1","3.3",2.1,0.8,3.3,1.1,-0.1,2.2,"0.8","-1.1","2.7",1.3,-0.2,2.8,-0.2,-1.3,0.9,"-1.4","-3.1","0.3",0.5,-0.8,1.9,1.9,0.9,2.9,"1.7","0","3.3",2.1,0.8,3.4,"65%","42%","80%",18.8,"141973, 142351, 142385"
"TR00587",3062,"Multi-academy trust","EVOLUTION ACADEMY TRUST","East of England and North East London",6,6,312,16.4,31.7,68.3,8.3,2,4,0,2,4,4,-1.6,-2.3,-0.9,"-3.1","-4.3","-1.8",-0.9,-1.8,-0.1,4,-1.6,-2.3,-1,"-2.4","-3.6","-1.3",-1.2,-2,-0.5,4,-1.9,-2.5,-1.3,"-3.5","-4.5","-2.4",-1.2,-1.9,-0.5,-1.7,-2.4,-1,"-3.2","-4.4","-1.9",-1,-1.8,-0.1,-1.7,-2.3,-1,"-2.5","-3.7","-1.4",-1.3,-2.1,-0.5,-1.9,-2.5,-1.3,"-3.5","-4.6","-2.4",-1.2,-1.9,-0.4,"58%","38%","67%",18.3,"138642, 141356, 141357, 141496, 141736, 142580"
"TR01960",4579,"Multi-academy trust","EVOLVE CHURCH ACADEMY TRUST","North West London and South Central",4,4,49,16.9,10.2,89.8,4.1,4,0,0,0,4,3,0.8,-1,2.5,"SUPPM","SUPPM","SUPPM",0.5,-1.3,2.4,4,-1.9,-3.5,-0.3,"SUPPM","SUPPM","SUPPM",-1.7,-3.4,0,4,-2.5,-4.1,-1,"SUPPM","SUPPM","SUPPM",-2.2,-3.8,-0.6,0.8,-1,2.6,"SUPPM","SUPPM","SUPPM",0.5,-1.3,2.4,-2,-3.6,-0.3,"SUPPM","SUPPM","SUPPM",-1.7,-3.4,0,-2.5,-4.1,-1,"SUPPM","SUPPM","SUPPM",-2.2,-3.8,-0.5,"71%","SUPPM","77%",18.4,"140056, 140058, 140065, 140102"
"TR00761",3065,"Multi-academy trust","EXCALIBUR ACADEMIES TRUST","South West",4,3,67,17.1,9,91,4.5,3,1,0,0,4,3,0.2,-1.4,1.8,"1.8","-3.1","6.7",0,-1.6,1.7,3,-0.3,-1.7,1.2,"0.7","-3.8","5.3",-0.4,-1.9,1.2,4,-1.4,-2.8,-0.1,"-1.3","-5.6","3",-1.4,-2.9,0,0.2,-1.4,1.8,"1.8","-3.2","6.8",0,-1.7,1.7,-0.3,-1.7,1.2,"0.7","-3.9","5.4",-0.4,-1.9,1.2,-1.5,-2.9,-0.1,"-1.3","-5.7","3.1",-1.5,-3,0,"75%","83%","74%",14.9,"138629, 139381, 141912, 141913"
"SP00161",4658,"School sponsor","Exeter Diocesan Education Network (EDEN)","South West",10,10,344,17,21.8,78.2,4.9,6,4,0,3,7,3,-0.6,-1.2,0.1,"-0.1","-1.5","1.3",-0.7,-1.4,0.1,4,-1.6,-2.2,-1,"-2","-3.3","-0.7",-1.5,-2.2,-0.8,4,-1.8,-2.4,-1.3,"-2.4","-3.7","-1.2",-1.7,-2.3,-1,-0.6,-1.3,0.1,"-0.2","-1.6","1.3",-0.7,-1.5,0.1,-1.6,-2.3,-1,"-2.1","-3.4","-0.7",-1.5,-2.2,-0.8,-1.8,-2.4,-1.3,"-2.4","-3.7","-1.2",-1.7,-2.4,-1,"61%","44%","65%",22.1,"137876, 139818, 139954, 140425, 140629, 140644, 142045, 142443, 142669, 143184"
"TR00139",3072,"Multi-academy trust","EYNSHAM PARTNERSHIP ACADEMY","North West London and South Central",6,6,136,17,15.4,84.6,5.1,5,1,0,0,6,3,-0.1,-1.1,1,"2.2","-0.5","4.9",-0.4,-1.6,0.8,3,0.6,-0.4,1.6,"-1.3","-3.8","1.2",1,-0.1,2.1,3,0.1,-0.9,1,"-0.1","-2.4","2.3",0.1,-0.9,1.1,-0.1,-1.1,1,"2.2","-0.6","4.9",-0.4,-1.6,0.8,0.6,-0.4,1.6,"-1.3","-3.8","1.3",1,-0.1,2.1,0,-0.9,1,"-0.1","-2.5","2.3",0.1,-1,1.1,"69%","48%","73%",13.2,"140827, 140871, 140915, 140916, 140983, 141053"
"TR00773",3083,"Multi-academy trust","FARINGDON ACADEMY OF SCHOOLS","North West London and South Central",6,5,200,16.8,15.5,84.5,5,6,0,0,0,6,3,-0.9,-1.7,0,"-2","-4.2","0.3",-0.7,-1.6,0.3,3,-0.2,-1.1,0.6,"-2.3","-4.3","-0.3",0.1,-0.7,1,3,0,-0.8,0.7,"-1.4","-3.3","0.6",0.2,-0.6,1,-0.9,-1.8,0,"-2","-4.2","0.2",-0.7,-1.6,0.3,-0.2,-1.1,0.6,"-2.3","-4.4","-0.2",0.1,-0.8,1.1,0,-0.8,0.7,"-1.4","-3.3","0.6",0.2,-0.7,1.1,"71%","52%","75%",16,"138009, 140278, 140283, 140293, 140301, 140307"
"TR00800",3111,"Multi-academy trust","FLYING HIGH TRUST","East Midlands and Humber",10,10,533,16.1,32.3,67.7,8.1,8,2,0,4,6,2,0.8,0.2,1.3,"1.3","0.3","2.2",0.5,-0.2,1.1,2,1.5,1,1.9,"1.1","0.2","1.9",1.7,1.1,2.3,2,1.5,1,2,"1.5","0.7","2.3",1.6,1,2.1,0.7,0.2,1.3,"1.3","0.3","2.2",0.5,-0.2,1.1,1.4,0.9,1.9,"1.1","0.2","1.9",1.7,1,2.3,1.5,1,2,"1.5","0.6","2.3",1.6,1,2.1,"71%","61%","76%",15.6,"138353, 140282, 140398, 140637, 141774, 142070, 142091, 142348, 142548, 143295"
"TR00801",3112,"Multi-academy trust","FOCUS ACADEMY TRUST (UK) LTD","Lancashire and West Yorkshire",12,12,622,15.5,41.2,58.8,48.4,9,3,0,3,9,4,-0.7,-1.2,-0.2,"-0.8","-1.6","-0.1",-0.6,-1.2,0.1,3,0.1,-0.4,0.5,"0.1","-0.6","0.8",0,-0.6,0.6,3,-0.3,-0.7,0.1,"-0.8","-1.5","-0.1",0,-0.5,0.6,-0.7,-1.2,-0.2,"-0.9","-1.6","-0.1",-0.6,-1.3,0.1,0,-0.4,0.5,"0.1","-0.6","0.8",0,-0.7,0.6,-0.3,-0.8,0.1,"-0.8","-1.5","-0.1",0,-0.6,0.6,"57%","51%","62%",16.4,"139356, 139357, 139358, 139379, 139704, 140100, 140234, 140738, 141365, 142286, 142425, 143231"
"TR00416",2579,"Multi-academy trust","FRASSATI CATHOLIC ACADEMY TRUST","North West London and South Central",3,2,102,16.7,8.8,91.2,14.7,3,0,0,0,3,2,2.4,1.2,3.6,"SUPPM","SUPPM","SUPPM",2.7,1.5,4,3,-0.3,-1.4,0.8,"SUPPM","SUPPM","SUPPM",0,-1.2,1.2,2,2.7,1.7,3.8,"SUPPM","SUPPM","SUPPM",3.2,2.1,4.3,2.4,1.1,3.6,"SUPPM","SUPPM","SUPPM",2.7,1.4,4,-0.4,-1.5,0.8,"SUPPM","SUPPM","SUPPM",0,-1.2,1.2,2.7,1.7,3.8,"SUPPM","SUPPM","SUPPM",3.2,2.1,4.4,"72%","SUPPM","75%",7.8,"139882, 141818, 142319"
"TR00836",3155,"Multi-academy trust","FYLDE COAST ACADEMY TRUST","Lancashire and West Yorkshire",3,3,117,16.5,49.6,50.4,6,2,1,0,2,1,1,3.8,2.7,5,"4.8","3.2","6.4",2.7,1.1,4.3,3,0.4,-0.6,1.5,"-0.5","-2","1",1.5,0.1,3,2,1.4,0.4,2.4,"1.9","0.5","3.3",0.9,-0.4,2.3,3.8,2.7,5,"4.8","3.2","6.5",2.7,1.1,4.3,0.4,-0.6,1.5,"-0.5","-2","1",1.5,0,3,1.4,0.4,2.4,"1.9","0.4","3.3",0.9,-0.5,2.4,"80%","72%","89%",29.9,"136365, 137359, 139675"
"TR00842",3163,"Multi-academy trust","GATEWAY LEARNING COMMUNITY","East of England and North East London",4,4,253,15.9,49,51,17,1,2,1,0,4,4,-2.3,-3,-1.5,"-3.5","-4.6","-2.4",-1,-2.1,0.1,4,-1.9,-2.6,-1.2,"-3.3","-4.3","-2.3",-0.4,-1.5,0.6,4,-1.6,-2.3,-0.9,"-2.5","-3.5","-1.5",-0.7,-1.6,0.3,-2.3,-3.1,-1.5,"-3.6","-4.7","-2.5",-1,-2.2,0.1,-2,-2.8,-1.3,"-3.5","-4.6","-2.5",-0.4,-1.5,0.6,-1.7,-2.4,-1,"-2.7","-3.7","-1.7",-0.7,-1.7,0.3,"55%","45%","65%",17,"138048, 138334, 138962, 140832"
"TR00860",3190,"Multi-academy trust","GLF SCHOOLS","South East and South London",11,11,657,17.1,19.8,80.2,14.5,5,6,0,2,9,4,-0.9,-1.3,-0.4,"-1.8","-2.9","-0.7",-0.6,-1.2,-0.1,3,-0.1,-0.5,0.3,"-0.9","-1.9","0.1",0.1,-0.4,0.6,4,-1.1,-1.5,-0.6,"-2.1","-3.1","-1.2",-0.8,-1.3,-0.3,-0.9,-1.4,-0.4,"-1.9","-2.9","-0.8",-0.6,-1.2,-0.1,-0.1,-0.5,0.4,"-0.9","-1.9","0.1",0.1,-0.4,0.6,-1.1,-1.5,-0.7,"-2.2","-3.1","-1.2",-0.8,-1.3,-0.3,"68%","50%","73%",18.4,"138764, 139915, 139916, 140349, 140350, 140880, 141447, 141593, 142019, 142409, 142426"
"TR00227",3188,"Multi-academy trust","GLOUCESTERSHIRE LEARNING ALLIANCE","South West",3,3,220,16,32.7,67.3,7.3,3,0,0,0,3,4,-1.2,-2,-0.3,"-2.6","-4","-1.1",-0.5,-1.5,0.6,5,-2.7,-3.5,-1.9,"-4.4","-5.7","-3.1",-1.9,-2.8,-0.9,4,-1.2,-2,-0.5,"-3.1","-4.3","-1.8",-0.3,-1.2,0.6,-1.2,-2.1,-0.4,"-2.7","-4.1","-1.2",-0.5,-1.5,0.5,-2.7,-3.5,-1.9,"-4.4","-5.8","-3.1",-1.9,-2.9,-0.9,-1.3,-2,-0.6,"-3.2","-4.5","-1.9",-0.3,-1.2,0.6,"57%","42%","64%",25.9,"137194, 137255, 137271"
"TR00914",3252,"Multi-academy trust","GREENWOOD ACADEMIES TRUST","East Midlands and Humber",18,18,964,15.2,44,56,29.5,1,17,0,0,18,4,-1.1,-1.5,-0.7,"-1.3","-1.9","-0.7",-1.1,-1.6,-0.5,3,0.1,-0.2,0.5,"0","-0.6","0.5",0.3,-0.2,0.8,3,-0.3,-0.7,0,"-1.2","-1.7","-0.6",0.4,-0.1,0.9,-1.2,-1.6,-0.8,"-1.3","-1.9","-0.7",-1.1,-1.6,-0.5,0.1,-0.2,0.5,"-0.1","-0.6","0.5",0.3,-0.2,0.8,-0.3,-0.7,0,"-1.2","-1.7","-0.7",0.4,-0.1,0.9,"52%","43%","60%",17.4,"135881, 136721, 138442, 138444, 138445, 138553, 138570, 139112, 139113, 139325, 139827, 139941, 140043, 140327, 140377, 141124, 141982, 142062"
"SP01134",4974,"School sponsor","Hamwic Education Trust","South East and South London",5,5,296,16.7,24.3,75.7,26.4,4,1,0,1,4,4,-1.1,-1.8,-0.3,"-2.4","-3.8","-1",-0.6,-1.4,0.2,4,-1.4,-2,-0.7,"-2.2","-3.6","-0.9",-1.1,-1.9,-0.4,3,-0.6,-1.2,0,"-1.2","-2.5","0.1",-0.4,-1.1,0.3,-1.1,-1.8,-0.3,"-2.4","-3.9","-1",-0.6,-1.4,0.2,-1.4,-2.1,-0.7,"-2.2","-3.6","-0.9",-1.1,-1.9,-0.3,-0.6,-1.2,0.1,"-1.2","-2.5","0.1",-0.4,-1.1,0.4,"65%","49%","70%",16.9,"138910, 139632, 141494, 141728, 142602"
"TR03495",16147,"Multi-academy trust","HARBOURSIDE LEARNING PARTNERSHIP","South West",3,3,387,17.5,16.8,83.2,7.2,3,0,0,3,0,3,-0.1,-0.7,0.5,"-2.6","-4.1","-1",0.4,-0.3,1.1,2,0.7,0.2,1.3,"0","-1.5","1.4",0.9,0.2,1.5,3,0,-0.5,0.6,"-2","-3.3","-0.6",0.4,-0.2,1,-0.1,-0.8,0.5,"-2.6","-4.1","-1",0.4,-0.3,1.1,0.7,0.1,1.3,"0","-1.5","1.4",0.9,0.2,1.5,0,-0.6,0.6,"-2","-3.4","-0.6",0.4,-0.2,1,"74%","49%","79%",12.1,"142973, 142974, 142975"
"SP00257",3319,"School sponsor","Harris Federation","National Sponsor Unit",13,13,781,16.8,37.5,62.5,42.8,2,10,1,1,12,3,-0.2,-0.7,0.2,"-0.6","-1.3","0.1",0,-0.6,0.6,2,0.9,0.5,1.3,"0.8","0.2","1.5",0.9,0.4,1.5,3,0.1,-0.3,0.5,"-0.3","-1","0.3",0.4,-0.1,0.9,-0.3,-0.7,0.2,"-0.7","-1.4","0.1",0,-0.6,0.5,0.9,0.4,1.3,"0.8","0.1","1.5",0.9,0.4,1.5,0,-0.4,0.4,"-0.5","-1.1","0.2",0.4,-0.2,0.9,"71%","64%","75%",11.8,"137413, 138270, 138349, 138446, 138447, 139640, 139678, 139703, 139905, 139965, 139966, 141143, 143426"
"TR00990",3345,"Multi-academy trust","HATTON ACADEMIES TRUST","North West London and South Central",3,3,150,14.9,38,62,41.3,0,3,0,1,2,3,-0.2,-1.2,0.8,"-1.4","-3","0.3",0.6,-0.8,1.9,2,1.6,0.6,2.5,"0.8","-0.7","2.3",2.1,0.9,3.3,3,-0.5,-1.4,0.4,"-1.1","-2.5","0.3",0,-1.2,1.1,-0.2,-1.2,0.8,"-1.4","-3.1","0.3",0.6,-0.8,1.9,1.6,0.6,2.6,"0.8","-0.7","2.4",2.1,0.8,3.3,-0.5,-1.4,0.5,"-1.1","-2.6","0.4",0,-1.2,1.2,"53%","41%","60%",18.7,"140193, 140853, 142400"
"TR01013",3370,"Multi-academy trust","HEARTS ACADEMY TRUST","East of England and North East London",3,3,54,15,46.3,53.7,13,1,2,0,0,3,3,0.3,-1.4,2,"-0.1","-2.5","2.3",0.7,-1.7,3,3,1.3,-0.2,2.9,"1.2","-1","3.5",1.4,-0.8,3.6,3,1,-0.5,2.5,"1.9","-0.3","4",0.2,-1.9,2.3,0.3,-1.4,2,"-0.1","-2.6","2.4",0.6,-1.8,3.1,1.3,-0.3,2.9,"1.2","-1","3.5",1.4,-0.8,3.6,1,-0.5,2.5,"1.9","-0.3","4.1",0.2,-1.9,2.3,"61%","64%","59%",16.7,"138404, 141656, 141715"
"TR01014",3371,"Multi-academy trust","HEARTWOOD CHURCH OF ENGLAND ACADEMY TRUST","West Midlands",4,4,67,16.5,26.9,73.1,0,4,0,0,0,4,4,-1.7,-3.2,-0.2,"-1.6","-4.5","1.2",-1.8,-3.6,0,3,-1.1,-2.5,0.3,"-1.6","-4.2","1.1",-0.9,-2.6,0.7,3,-1,-2.3,0.4,"-2.3","-4.8","0.2",-0.5,-2,1.1,-1.7,-3.3,-0.2,"-1.6","-4.5","1.3",-1.8,-3.6,0,-1.1,-2.6,0.3,"-1.6","-4.2","1.1",-0.9,-2.6,0.8,-1,-2.3,0.4,"-2.3","-4.8","0.3",-0.5,-2,1.1,"61%","44%","67%",14.9,"140125, 140139, 140152, 140153"
"TR00733",16369,"Multi-academy trust","HORIZON MULTI ACADEMY TRUST","South West",3,3,117,16.3,18.8,81.2,0.9,3,0,0,2,1,3,0.4,-0.7,1.6,"1","-1.6","3.6",0.3,-0.9,1.6,2,1.6,0.5,2.6,"0.8","-1.6","3.1",1.8,0.6,2.9,2,1.1,0.1,2,"-0.2","-2.5","2",1.4,0.3,2.4,0.4,-0.7,1.6,"1","-1.6","3.6",0.3,-0.9,1.6,1.6,0.5,2.6,"0.8","-1.7","3.2",1.8,0.6,2.9,1.1,0.1,2.1,"-0.2","-2.5","2.1",1.4,0.2,2.5,"70%","64%","72%",12.8,"138310, 139289, 139299"
"TR01126",3502,"Multi-academy trust","HULL COLLABORATIVE ACADEMY TRUST","East Midlands and Humber",10,10,422,15.8,37.9,62.1,22.3,7,3,0,4,6,2,2.6,2,3.2,"2.7","1.7","3.6",2.6,1.8,3.3,1,2.6,2,3.1,"2.4","1.5","3.3",2.7,2,3.4,2,2.3,1.8,2.8,"2.3","1.5","3.2",2.3,1.6,2.9,2.6,2,3.2,"2.6","1.7","3.6",2.6,1.8,3.3,2.6,2,3.1,"2.4","1.5","3.3",2.7,2,3.4,2.3,1.7,2.8,"2.3","1.4","3.2",2.3,1.6,3,"76%","69%","81%",18.7,"139513, 139525, 139579, 139799, 139838, 139848, 139850, 139886, 140830, 142440"
"TR02684",3527,"Multi-academy trust","INNOVATE MULTI ACADEMY TRUST","North West London and South Central",4,4,92,16.5,18.5,81.5,0,4,0,0,0,4,3,-0.4,-1.6,0.9,"-1.4","-4.4","1.5",-0.1,-1.5,1.3,3,-0.3,-1.5,0.9,"-0.2","-2.9","2.5",-0.3,-1.6,1,4,-2.1,-3.2,-1,"-1.6","-4.1","1",-2.2,-3.5,-1,-0.4,-1.6,0.9,"-1.4","-4.4","1.5",-0.1,-1.5,1.3,-0.3,-1.5,0.9,"-0.2","-3","2.5",-0.3,-1.6,1,-2.2,-3.3,-1,"-1.7","-4.4","0.9",-2.3,-3.5,-1,"63%","53%","65%",18.5,"141073, 141077, 141079, 141080"
"TR01149",3531,"Multi-academy trust","INSPIRATION TRUST","East of England and North East London",4,4,151,15.8,62.9,37.1,23.2,0,4,0,0,4,5,-2.9,-3.9,-1.9,"-3.3","-4.6","-2.1",-2.1,-3.8,-0.5,4,-1.3,-2.2,-0.4,"-1.8","-3","-0.7",-0.3,-1.9,1.2,4,-1.5,-2.3,-0.6,"-1.4","-2.5","-0.3",-1.7,-3.2,-0.2,-2.9,-4,-1.9,"-3.4","-4.7","-2.1",-2.2,-3.9,-0.4,-1.4,-2.4,-0.5,"-1.9","-3.1","-0.7",-0.6,-2.1,1,-1.5,-2.4,-0.6,"-1.4","-2.5","-0.3",-1.8,-3.3,-0.3,"56%","56%","57%",24.5,"138793, 139929, 141358, 141359"
"TR01505",3996,"Multi-academy trust","INSPIRATIONAL LEARNING ACADEMIES TRUST","West Midlands",3,3,115,16.8,53,47,7.8,1,2,0,0,3,2,2.4,1.3,3.6,"2.1","0.6","3.7",2.8,1.1,4.5,2,1.5,0.5,2.6,"1.2","-0.2","2.7",1.9,0.4,3.4,2,1.2,0.2,2.2,"0.7","-0.7","2.1",1.8,0.4,3.3,2.4,1.3,3.6,"2.1","0.5","3.7",2.8,1.1,4.5,1.5,0.5,2.6,"1.2","-0.2","2.7",1.9,0.3,3.4,1.2,0.2,2.2,"0.6","-0.7","2",1.8,0.4,3.3,"80%","75%","85%",20.9,"140285, 140859, 141346"
"TR03140",15799,"Multi-academy trust","INSPIRE EDUCATION TRUST","West Midlands",3,3,158,17.1,21.5,78.5,25.3,2,1,0,0,3,4,-2,-3,-1.1,"-3.1","-5.3","-1",-1.7,-2.9,-0.6,4,-1.4,-2.3,-0.5,"-1.8","-3.8","0.2",-1.3,-2.3,-0.3,3,-0.6,-1.5,0.2,"-2.4","-4.3","-0.5",-0.1,-1.1,0.9,-2.1,-3.1,-1.1,"-3.1","-5.3","-1",-1.8,-2.9,-0.6,-1.4,-2.3,-0.5,"-1.8","-3.8","0.2",-1.3,-2.3,-0.3,-0.6,-1.5,0.3,"-2.4","-4.3","-0.5",-0.1,-1.1,0.9,"67%","44%","73%",17.7,"142039, 142244, 142245"
