"CHAINID","UID","GROUP-TYPE","CHAINNAME","LEADRSC","SCHOOLS","SCHOOLSDIS","TELIG","KS1APS","PFSM6CLA1A","PNOTFSM6CLA1A","PSENELSE","PEALGRP2","SCHOOLS_CONVERTERS","SCHOOLS_SPONSORLED","SCHOOLS_FREE","SCHOOLS3","SCHOOLS4P","READPROG_DESCR","READPROGSCORE_P_ADJUSTED_WGTAVG","READPROG_LOWER_ADJ","READPROG_UPPER_ADJ","READPROGSCORE_P_ADJUSTED_DIS_WGTAVG","READPROG_FSM6CLA1A_LOWER_ADJ","READPROG_FSM6CLA1A_UPPER_ADJ","READPROGSCORE_P_ADJUSTED_NONDIS_WGTAVG","READPROG_NOTFSM6CLA1A_LOWER_ADJ","READPROG_NOTFSM6CLA1A_UPPER_ADJ","WRITPROG_DESCR","WRITPROGSCORE_P_ADJUSTED_WGTAVG","WRITPROG_LOWER_ADJ","WRITPROG_UPPER_ADJ","WRITPROGSCORE_P_ADJUSTED_DIS_WGTAVG","WRITPROG_FSM6CLA1A_LOWER_ADJ","WRITPROG_FSM6CLA1A_UPPER_ADJ","WRITPROGSCORE_P_ADJUSTED_NONDIS_WGTAVG","WRITPROG_NOTFSM6CLA1A_LOWER_ADJ","WRITPROG_NOTFSM6CLA1A_UPPER_ADJ","MATPROG_DESCR","MATPROGSCORE_P_ADJUSTED_WGTAVG","MATPROG_LOWER_ADJ","MATPROG_UPPER_ADJ","MATPROGSCORE_P_ADJUSTED_DIS_WGTAVG","MATPROG_FSM6CLA1A_LOWER_ADJ","MATPROG_FSM6CLA1A_UPPER_ADJ","MATPROGSCORE_P_ADJUSTED_NONDIS_WGTAVG","MATPROG_NOTFSM6CLA1A_LOWER_ADJ","MATPROG_NOTFSM6CLA1A_UPPER_ADJ","READPROGSCORE_P_WGTAVG","READPROG_LOWER","READPROG_UPPER","READPROGSCORE_P_DIS_WGTAVG","READPROG_FSM6CLA1A_LOWER","READPROG_FSM6CLA1A_UPPER","READPROGSCORE_P_NONDIS_WGTAVG","READPROG_NOTFSM6CLA1A_LOWER","READPROG_NOTFSM6CLA1A_UPPER","WRITPROGSCORE_P_WGTAVG","WRITPROG_LOWER","WRITPROG_UPPER","WRITPROGSCORE_P_DIS_WGTAVG","WRITPROG_FSM6CLA1A_LOWER","WRITPROG_FSM6CLA1A_UPPER","WRITPROGSCORE_P_NONDIS_WGTAVG","WRITPROG_NOTFSM6CLA1A_LOWER","WRITPROG_NOTFSM6CLA1A_UPPER","MATPROGSCORE_P_WGTAVG","MATPROG_LOWER","MATPROG_UPPER","MATPROGSCORE_P_DIS_WGTAVG","MATPROG_FSM6CLA1A_LOWER","MATPROG_FSM6CLA1A_UPPER","MATPROGSCORE_P_NONDIS_WGTAVG","MATPROG_NOTFSM6CLA1A_LOWER","MATPROG_NOTFSM6CLA1A_UPPER","SCHOOL-URNS"
"TR01817",4397,"Multi-academy trust","THE ROSEDALE HEWENS ACADEMY TRUST","North West London and South Central",3,3,170,15.3,40.6,59.4,2.9,70,0,2,1,1,2,3,0.1,-0.9,1,"-0.5","-2","0.9","0.5","-0.8","1.7",1,2.7,1.8,3.6,"1.2","-0.2","2.6","3.8","2.6","5","2","1.5","0.6","2.3","0.1","-1.2","1.4","2.5","1.4","3.6",0,-1,0.9,"-0.7","-2.2","0.7","0.5","-0.8","1.8",2.6,1.7,3.6,"1.1","-0.3","2.5","3.8","2.6","5","1.5","0.6","2.3","0.1","-1.3","1.4","2.5","1.4","3.7","139117, 139909, 141561"
"TR02979",4422,"Multi-academy trust","THE RUTLAND LEARNING TRUST","East Midlands and Humber",3,3,73,17,13.7,86.3,0,1.4,3,0,0,3,0,3,-0.7,-2.1,0.7,"-4","-7.7","-0.2","-0.2","-1.7","1.4",3,-1.2,-2.5,0.2,"-4.2","-7.7","-0.6","-0.7","-2.1","0.8","3","-0.9","-2.2","0.4","-5.9","-9.3","-2.6","0","-1.4","1.4",-0.8,-2.3,0.6,"-4.1","-7.9","-0.3","-0.3","-1.9","1.3",-1.2,-2.6,0.2,"-4.2","-7.8","-0.6","-0.7","-2.2","0.8","-1","-2.3","0.4","-6.3","-9.8","-2.9","0","-1.5","1.4","141452, 141453, 141454"
"TR02866",4519,"Multi-academy trust","THE SHROPSHIRE GATEWAY EDUCATIONAL TRUST","West Midlands",3,3,64,16.7,25,75,1.6,0,3,0,0,3,0,3,-0.1,-1.6,1.4,"-1.1","-4","1.9","0.2","-1.5","2",3,-0.2,-1.7,1.2,"-2.4","-5.2","0.4","0.5","-1.1","2.2","2","1.7","0.4","3.1","0.3","-2.4","2.9","2.3","0.7","3.8",-0.1,-1.6,1.4,"-1.1","-4.1","1.9","0.2","-1.5","2",-0.2,-1.7,1.2,"-2.4","-5.2","0.5","0.5","-1.2","2.2","1.7","0.3","3.1","0.3","-2.5","3","2.3","0.6","3.9","141636, 141637, 142312"
"TR03105",15715,"Multi-academy trust","THE SMALL SCHOOLS MULTI ACADEMY TRUST","West Midlands",3,2,35,16.7,20,80,0,2.9,3,0,0,3,0,3,0.8,-1.2,2.8,"SUPPM","SUPPM","SUPPM","1.1","-1.2","3.3",3,0.8,-1.2,2.7,"SUPPM","SUPPM","SUPPM","0.7","-1.4","2.9","3","-1.5","-3.3","0.3","SUPPM","SUPPM","SUPPM","-1.7","-3.8","0.3",0.8,-1.3,2.8,"SUPPM","SUPPM","SUPPM","1.1","-1.2","3.4",0.8,-1.2,2.7,"SUPPM","SUPPM","SUPPM","0.7","-1.5","2.9","-1.5","-3.4","0.4","SUPPM","SUPPM","SUPPM","-1.7","-3.8","0.3","142095, 142096, 142097"
"TR01987",4609,"Multi-academy trust","THE SPENCER ACADEMIES TRUST","East Midlands and Humber",7,7,380,15.4,44.5,55.5,1.3,14.5,2,5,0,1,6,2,1.7,1.1,2.4,"1.1","0.2","2","2.2","1.4","3",2,1.7,1.1,2.3,"1.7","0.8","2.5","1.7","1","2.5","2","2.1","1.5","2.6","1.5","0.7","2.4","2.5","1.8","3.3",1.7,1.1,2.4,"1.1","0.2","2.1","2.2","1.4","3",1.7,1.1,2.3,"1.7","0.8","2.5","1.7","0.9","2.5","2.1","1.5","2.7","1.5","0.7","2.4","2.5","1.8","3.3","138070, 138443, 140071, 140548, 140550, 140613, 142043"
"TR00996",3496,"Multi-academy trust","THE SPRING PARTNERSHIP TRUST","South East and South London",3,3,152,17.1,28.3,71.7,1.3,11.8,2,1,0,1,2,3,-0.5,-1.5,0.5,"-1.1","-2.9","0.7","-0.2","-1.4","0.9",1,2.7,1.7,3.6,"2.7","1","4.4","2.7","1.6","3.8","3","0.8","-0.1","1.7","-0.3","-1.9","1.4","1.2","0.2","2.3",-0.5,-1.5,0.5,"-1.1","-3","0.7","-0.2","-1.4","0.9",2.7,1.7,3.6,"2.7","0.9","4.4","2.7","1.5","3.8","0.8","-0.1","1.7","-0.3","-1.9","1.4","1.2","0.2","2.3","136920, 140533, 141117"
"TR02200",4850,"Multi-academy trust","THE STOUR ACADEMY TRUST","South East and South London",4,4,113,16.6,42.5,57.5,0,5.3,2,2,0,1,3,4,-1.7,-2.9,-0.6,"-1.7","-3.5","0","-1.8","-3.3","-0.3",3,0.4,-0.7,1.5,"-0.1","-1.7","1.6","0.7","-0.7","2.1","3","-0.4","-1.4","0.6","-0.2","-1.8","1.4","-0.6","-1.9","0.8",-1.8,-3,-0.7,"-1.8","-3.5","0","-1.9","-3.4","-0.4",0.4,-0.7,1.5,"-0.1","-1.8","1.6","0.7","-0.8","2.1","-0.5","-1.5","0.5","-0.3","-1.9","1.3","-0.6","-2","0.7","138579, 138738, 141308, 141548"
"TR02276",5049,"Multi-academy trust","THE THINKING SCHOOLS ACADEMY TRUST","South East and South London",4,4,282,15.6,45,55,2.5,16.3,3,1,0,2,2,4,-1.2,-2,-0.5,"-1.4","-2.4","-0.3","-1.1","-2.1","-0.1",4,-0.8,-1.5,-0.1,"-1.3","-2.3","-0.3","-0.4","-1.4","0.5","4","-1","-1.7","-0.3","-1.2","-2.2","-0.3","-0.8","-1.7","0.1",-1.3,-2,-0.5,"-1.4","-2.5","-0.3","-1.1","-2.2","-0.1",-0.8,-1.5,-0.1,"-1.3","-2.3","-0.3","-0.4","-1.4","0.5","-1","-1.7","-0.3","-1.2","-2.2","-0.3","-0.8","-1.8","0.1","138182, 140606, 141530, 141531"
"TR02369",5186,"Multi-academy trust","THE VILLAGE ACADEMY","South East and South London",6,5,157,15.4,37.6,62.4,1.9,8.9,3,3,0,1,5,3,-0.8,-1.8,0.2,"-1.3","-2.9","0.2","-0.7","-2","0.5",3,-0.6,-1.5,0.3,"-2.1","-3.6","-0.7","0.4","-0.8","1.6","4","-1.2","-2.1","-0.3","-2.8","-4.2","-1.4","-0.2","-1.3","1",-0.8,-1.8,0.2,"-1.3","-2.9","0.3","-0.7","-2","0.6",-0.7,-1.6,0.3,"-2.4","-3.8","-0.9","0.4","-0.8","1.6","-1.3","-2.2","-0.4","-3","-4.5","-1.6","-0.2","-1.3","1","137467, 137481, 137483, 139810, 140345, 141660"
"TR03336",15719,"Multi-academy trust","THE WARRINER MULTI ACADEMY TRUST","North West London and South Central",3,3,44,17.3,15.9,84.1,0,0,3,0,0,3,0,3,1.1,-0.7,3,"-1.1","-5.6","3.3","1.6","-0.4","3.6",3,-0.9,-2.7,0.9,"-2.6","-6.9","1.6","-0.5","-2.5","1.5","3","1","-0.7","2.7","0.8","-3.2","4.9","1","-0.8","2.9",1.1,-0.8,3,"-1.1","-5.6","3.4","1.6","-0.5","3.7",-0.9,-2.7,0.9,"-2.6","-7","1.7","-0.5","-2.5","1.5","1","-0.7","2.7","0.8","-3.2","4.9","1","-0.8","2.9","142191, 142200, 142206"
"TR02468",5315,"Multi-academy trust","THE WHITE HORSE FEDERATION","South West",7,7,286,16.3,24.5,75.5,1.4,29,6,1,0,0,7,2,1.8,1,2.5,"1.6","0","3.1","1.8","0.9","2.7",3,0.5,-0.2,1.2,"-0.8","-2.1","0.6","1","0.2","1.8","2","1.4","0.7","2.1","0.8","-0.6","2.2","1.6","0.8","2.4",1.7,1,2.5,"1.5","-0.1","3.1","1.8","0.9","2.7",0.5,-0.2,1.2,"-0.8","-2.1","0.6","1","0.2","1.8","1.3","0.6","2","0.7","-0.7","2.1","1.5","0.7","2.3","138305, 138306, 138308, 138309, 140264, 140685, 141273"
"TR02491",5348,"Multi-academy trust","THE WILLIAMSON TRUST","South East and South London",4,4,108,15.6,35.2,64.8,2.8,6.5,2,2,0,1,3,3,-0.9,-2.1,0.3,"0.3","-1.7","2.3","-1.5","-2.9","-0.1",3,-0.7,-1.8,0.4,"-1.9","-3.7","0","-0.1","-1.5","1.3","3","-0.9","-2","0.1","-1.2","-3","0.6","-0.7","-2","0.6",-1,-2.1,0.2,"0.3","-1.8","2.3","-1.6","-3","-0.1",-0.8,-1.9,0.3,"-2.1","-4","-0.3","-0.1","-1.5","1.3","-0.9","-2","0.2","-1.2","-3","0.6","-0.7","-2.1","0.6","137990, 138504, 139939, 141553"
"TR02526",5396,"Multi-academy trust","THE WOODLAND ACADEMY TRUST","South East and South London",3,3,200,16.3,47,53,1,23,2,1,0,0,3,4,-0.9,-1.8,-0.1,"-1.3","-2.5","0","-0.6","-1.7","0.6",2,1,0.2,1.8,"0.8","-0.4","2","1.1","0","2.3","4","-1.1","-1.8","-0.3","-1.5","-2.7","-0.3","-0.6","-1.7","0.5",-0.9,-1.8,-0.1,"-1.3","-2.6","0","-0.6","-1.7","0.6",1,0.1,1.8,"0.8","-0.4","2","1.1","0","2.3","-1.1","-1.9","-0.3","-1.5","-2.7","-0.3","-0.6","-1.7","0.5","136932, 137380, 137417"
"TR02553",5426,"Multi-academy trust","THE WYTHENSHAWE CATHOLIC ACADEMY TRUST","Lancashire and West Yorkshire",3,3,155,16,51.6,48.4,0.6,30.3,3,0,0,0,3,3,0.2,-0.8,1.2,"0.4","-1","1.7","-0.1","-1.5","1.3",3,0.6,-0.4,1.5,"0.3","-1","1.6","0.8","-0.5","2.2","2","1.6","0.7","2.5","0.6","-0.6","1.8","2.7","1.4","4",0.2,-0.8,1.2,"0.4","-1","1.7","-0.1","-1.5","1.3",0.6,-0.4,1.5,"0.3","-1","1.6","0.8","-0.5","2.2","1.6","0.7","2.5","0.6","-0.7","1.8","2.7","1.4","4","139458, 139467, 140758"
"TR01946",5456,"Multi-academy trust","TRANSFORM TRUST","East Midlands and Humber",6,6,290,14.5,63.1,36.9,1,23.4,2,4,0,3,3,2,0.8,0.1,1.5,"0.3","-0.6","1.2","1.5","0.4","2.7",2,1.6,0.9,2.3,"1.6","0.8","2.5","1.5","0.3","2.6","2","1.4","0.7","2","1.4","0.6","2.2","1.4","0.3","2.4",0.8,0,1.5,"0.3","-0.6","1.2","1.5","0.3","2.7",1.6,0.9,2.3,"1.6","0.8","2.5","1.5","0.3","2.6","1.4","0.7","2","1.4","0.6","2.2","1.4","0.3","2.5","139217, 140017, 140715, 141324, 141396, 141397"
"TR02603",5119,"Multi-academy trust","TRURO & PENWITH ACADEMY TRUST","South West",4,4,63,15.9,27,73,0,0,2,2,0,2,2,4,-2.4,-3.8,-0.9,"-4.7","-7.6","-1.9","-1.4","-3.1","0.4",3,-1.3,-2.7,0.1,"-3.2","-6","-0.5","-0.5","-2.2","1.1","4","-1.9","-3.3","-0.6","-4","-6.6","-1.4","-1.1","-2.7","0.5",-2.5,-4,-1,"-5.3","-8.1","-2.4","-1.4","-3.1","0.4",-1.3,-2.8,0.1,"-3.3","-6","-0.5","-0.5","-2.2","1.2","-2.2","-3.5","-0.8","-4.8","-7.4","-2.1","-1.1","-2.7","0.5","140670, 141198, 142304, 142305"
"TR02331",5125,"Multi-academy trust","TUDHOE LEARNING TRUST","North",7,7,270,15.3,54.1,45.9,0,1.5,1,6,0,3,4,3,-0.4,-1.1,0.4,"-1","-2","0","0.4","-0.7","1.4",2,2.3,1.6,3,"1.7","0.8","2.7","3","2","4","2","0.8","0.2","1.5","0.2","-0.7","1.1","1.6","0.6","2.6",-0.4,-1.1,0.3,"-1","-2","0","0.3","-0.7","1.4",2.3,1.6,3,"1.7","0.8","2.7","3","2","4","0.8","0.2","1.5","0.2","-0.7","1.1","1.6","0.6","2.6","138554, 138555, 138556, 138557, 141997, 141998, 141999"
"TR02343",5143,"Multi-academy trust","UNITED LEARNING TRUST","National Sponsor Unit",15,15,800,15.4,47.6,52.4,3.4,33.3,3,12,0,1,14,4,-0.8,-1.2,-0.4,"-1.2","-1.8","-0.6","-0.4","-1","0.2",4,-0.5,-0.9,-0.1,"-1.1","-1.7","-0.5","0","-0.5","0.6","4","-0.7","-1.1","-0.3","-1.4","-2","-0.8","0","-0.6","0.5",-0.9,-1.3,-0.4,"-1.3","-1.9","-0.6","-0.4","-1.1","0.2",-0.6,-1,-0.2,"-1.2","-1.8","-0.6","0","-0.6","0.5","-0.7","-1.1","-0.3","-1.5","-2","-0.9","0","-0.6","0.5","135296, 135364, 135966, 137910, 138413, 139065, 139404, 139585, 139712, 139742, 139768, 139824, 140400, 140661, 141404"
"TR01862",4454,"Multi-academy trust","UNITY SCHOOLS PARTNERSHIP","East of England and North East London",3,3,118,15.9,23.7,76.3,0,14.4,0,3,0,2,1,3,-0.1,-1.1,1,"0.7","-1.5","2.9","-0.3","-1.6","0.9",3,0,-1,1.1,"0.2","-1.9","2.3","-0.1","-1.3","1.1","3","0.7","-0.2","1.7","1","-1","3.1","0.6","-0.5","1.8",-0.1,-1.2,1,"0.7","-1.5","3","-0.3","-1.6","0.9",0,-1.1,1.1,"0.2","-1.9","2.4","-0.1","-1.3","1.2","0.7","-0.3","1.8","1","-1","3.1","0.6","-0.5","1.8","140044, 141371, 141406"
"SP00597",5151,"School sponsor","University of Brighton (Hastings Academies Trust)","South East and South London",9,9,481,15.9,34.3,65.7,3.5,2.9,7,2,0,4,5,4,-0.6,-1.1,-0.1,"-1.1","-2","-0.1","-0.3","-1","0.3",4,-0.6,-1.2,-0.1,"-1.5","-2.4","-0.7","-0.1","-0.8","0.5","4","-0.6","-1.1","-0.1","-1.9","-2.7","-1.1","0.1","-0.5","0.7",-0.6,-1.2,-0.1,"-1.1","-2","-0.1","-0.4","-1.1","0.3",-0.6,-1.2,-0.1,"-1.5","-2.4","-0.6","-0.1","-0.8","0.5","-0.6","-1.1","-0.1","-1.9","-2.8","-1","0.1","-0.5","0.7","140179, 140493, 141261, 141262, 141263, 141713, 141892, 141906, 142291"
"TR02347",5152,"Multi-academy trust","UNIVERSITY OF CHESTER ACADEMIES TRUST","West Midlands",3,3,45,15.6,33.3,66.7,0,2.2,0,2,1,0,3,4,-2.7,-4.5,-0.9,"-4","-7","-0.9","-2.1","-4.3","0.1",4,-1.9,-3.6,-0.2,"-3.3","-6.2","-0.3","-1.2","-3.3","0.9","4","-2.7","-4.3","-1.1","-4.8","-7.6","-2.1","-1.6","-3.7","0.4",-2.8,-4.6,-1,"-4.2","-7.3","-1.1","-2.1","-4.3","0.2",-1.9,-3.6,-0.1,"-3.3","-6.2","-0.3","-1.2","-3.4","1","-2.7","-4.4","-1.1","-4.8","-7.6","-2","-1.6","-3.7","0.4","139832, 139949, 140410"
"TR02348",5153,"Multi-academy trust","UNIVERSITY OF CHICHESTER (MULTI) ACADEMY TRUST","South East and South London",5,5,175,15.5,41.7,58.3,0.6,9.1,2,3,0,0,5,3,0.3,-0.6,1.2,"0.6","-0.8","2","0.1","-1","1.3",3,-0.1,-1,0.7,"0.3","-1","1.7","-0.4","-1.6","0.7","3","-0.2","-1","0.6","0.6","-0.7","1.9","-0.8","-1.8","0.3",0.3,-0.6,1.2,"0.6","-0.9","2","0.1","-1.1","1.3",-0.1,-1,0.7,"0.3","-1.1","1.7","-0.4","-1.6","0.7","-0.2","-1","0.6","0.6","-0.7","1.9","-0.8","-1.9","0.3","139944, 140211, 140719, 141181, 141266"
"TR00725",3012,"Multi-academy trust","UNIVERSITY OF WOLVERHAMPTON MULTI ACADEMY TRUST","West Midlands",10,10,436,15.5,54.8,45.2,2.1,12.8,7,3,0,1,9,3,0,-0.5,0.6,"0.1","-0.7","0.9","0","-0.8","0.9",3,0.3,-0.3,0.8,"-0.1","-0.8","0.7","0.7","-0.1","1.5","3","0.4","-0.1","0.9","0.1","-0.6","0.8","0.7","-0.1","1.5",0,-0.6,0.6,"0.1","-0.7","0.9","0","-0.8","0.9",0.3,-0.3,0.8,"-0.1","-0.8","0.7","0.7","-0.2","1.5","0.4","-0.2","0.9","0.1","-0.6","0.8","0.7","-0.1","1.5","139002, 139011, 139484, 139610, 139637, 139860, 140889, 140890, 141278, 141493"
"TR02361",5176,"Multi-academy trust","VALE ACADEMY TRUST","North West London and South Central",4,4,171,16.2,18.1,81.9,1.8,5.8,3,1,0,2,2,4,-1.4,-2.3,-0.5,"-1.3","-3.6","0.9","-1.4","-2.4","-0.4",3,-0.8,-1.7,0.1,"-1.3","-3.5","0.8","-0.7","-1.7","0.3","4","-3","-3.9","-2.2","-5","-7.1","-3","-2.6","-3.5","-1.7",-1.4,-2.4,-0.5,"-1.3","-3.6","1","-1.4","-2.5","-0.4",-0.9,-1.8,0,"-1.7","-3.8","0.5","-0.7","-1.7","0.2","-3.1","-3.9","-2.2","-5.3","-7.4","-3.3","-2.6","-3.6","-1.7","140237, 140255, 141364, 141459"
"TR02362",5178,"Multi-academy trust","VALLEY INVICTA ACADEMIES TRUST","South East and South London",4,3,80,16.4,25,75,0,6.3,0,4,0,3,1,3,0,-1.4,1.3,"-1.7","-4.4","0.9","0.6","-1","2.2",2,1.9,0.6,3.2,"0.2","-2.4","2.7","2.5","1","4","3","1.1","-0.1","2.4","0.2","-2.2","2.6","1.5","0","2.9",0,-1.4,1.3,"-1.7","-4.5","1","0.6","-1","2.2",1.9,0.5,3.2,"0.2","-2.5","2.8","2.5","0.9","4","1.1","-0.1","2.4","0.2","-2.3","2.7","1.5","0","2.9","140168, 140430, 140431, 140432"
"TR01677",4243,"Multi-academy trust","VENTRUS LIMITED","South West",10,10,317,15.9,24.9,75.1,1.9,4.4,8,2,0,2,8,3,0.5,-0.2,1.2,"0","-1.3","1.3","0.7","-0.1","1.5",3,0.7,0,1.3,"0","-1.3","1.2","0.9","0.2","1.7","3","-0.6","-1.2","0","-1.6","-2.8","-0.3","-0.3","-1","0.4",0.5,-0.2,1.2,"0","-1.4","1.3","0.7","-0.1","1.5",0.6,0,1.3,"-0.2","-1.5","1.1","0.9","0.2","1.7","-0.6","-1.3","0","-1.6","-2.8","-0.4","-0.3","-1","0.4","137644, 137647, 137649, 137651, 137654, 137659, 137776, 139019, 140078, 142183"
"TR00546",2748,"Multi-academy trust","VENTURERS TRUST","South West",3,3,82,15,62.2,37.8,2.4,37.8,0,3,0,1,2,4,-2.6,-4,-1.3,"-2.8","-4.5","-1.1","-2.4","-4.5","-0.2",3,-0.9,-2.1,0.4,"-1.5","-3.2","0.1","0.2","-1.8","2.3","3","-0.8","-2","0.4","-0.7","-2.3","0.8","-0.9","-2.9","1",-2.7,-4.1,-1.4,"-2.8","-4.5","-1.1","-2.6","-4.8","-0.4",-0.9,-2.1,0.4,"-1.5","-3.2","0.1","0.2","-1.9","2.3","-0.9","-2.2","0.3","-0.7","-2.3","0.8","-1.3","-3.3","0.7","135597, 139050, 139247"
"TR02367",5183,"Multi-academy trust","VICTORIA ACADEMIES TRUST","West Midlands",4,4,236,15,43.6,56.4,1.7,46.6,3,1,0,1,3,2,1.1,0.3,1.9,"1","-0.2","2.2","1.2","0.2","2.3",2,2.1,1.4,2.9,"2.7","1.6","3.8","1.7","0.7","2.7","2","1.5","0.8","2.3","1.1","0","2.2","1.9","0.9","2.9",1.1,0.3,1.9,"1","-0.2","2.2","1.2","0.2","2.3",2.1,1.4,2.9,"2.7","1.6","3.9","1.7","0.7","2.7","1.5","0.8","2.3","1.1","0","2.2","1.9","0.9","2.9","138033, 140996, 141292, 142203"
"TR02376",5195,"Multi-academy trust","WAKEFIELD CITY ACADEMIES TRUST","Lancashire and West Yorkshire",8,8,282,15.4,36.9,63.1,1.4,11.3,1,7,0,3,5,4,-1.6,-2.4,-0.9,"-2.3","-3.5","-1.1","-1.2","-2.2","-0.3",3,0.4,-0.3,1.1,"-0.4","-1.5","0.8","0.9","0","1.8","4","-0.8","-1.5","-0.2","-1.9","-3","-0.9","-0.2","-1","0.6",-1.7,-2.5,-1,"-2.4","-3.6","-1.2","-1.3","-2.2","-0.4",0.4,-0.3,1.1,"-0.4","-1.5","0.8","0.9","0","1.8","-0.9","-1.5","-0.2","-2","-3.1","-0.9","-0.2","-1.1","0.6","138077, 139568, 140003, 140353, 140403, 140825, 141145, 142190"
"TR02863",5228,"Multi-academy trust","WATERTON ACADEMY TRUST","Lancashire and West Yorkshire",3,3,151,16.5,23.8,76.2,2,6.6,2,1,0,2,1,3,-0.9,-1.8,0.1,"-1.6","-3.6","0.3","-0.6","-1.7","0.5",3,-0.4,-1.3,0.6,"-0.7","-2.5","1.2","-0.3","-1.3","0.8","4","-2.2","-3.1","-1.4","-2.6","-4.4","-0.8","-2.1","-3.1","-1.1",-1,-2,0,"-1.7","-3.7","0.3","-0.8","-1.9","0.4",-0.4,-1.3,0.6,"-0.7","-2.6","1.2","-0.3","-1.3","0.8","-2.3","-3.1","-1.4","-2.6","-4.4","-0.8","-2.2","-3.2","-1.1","141282, 141799, 141878"
"TR02565",5275,"Multi-academy trust","WEST NORFOLK ACADEMIES TRUST","East of England and North East London",3,3,70,15,28.6,71.4,2.9,1.4,1,2,0,1,2,3,-0.6,-2.1,0.8,"-3","-5.6","-0.4","0.5","-1.2","2.2",3,-1.3,-2.6,0.1,"-1","-3.5","1.5","-1.3","-3","0.3","3","-0.6","-1.9","0.7","-1","-3.4","1.4","-0.4","-1.9","1.2",-0.7,-2.1,0.8,"-3","-5.7","-0.3","0.4","-1.3","2.1",-1.3,-2.7,0.1,"-1","-3.6","1.6","-1.4","-3","0.3","-0.6","-1.9","0.7","-1","-3.4","1.4","-0.4","-2","1.2","140852, 141168, 141465"
"TR03163",5612,"Multi-academy trust","WEST STAFFORD MULTI-ACADEMY TRUST","West Midlands",3,3,60,17.1,18.3,81.7,0,0,3,0,0,3,0,3,-0.6,-2.1,1,"-3.4","-7","0.1","0.1","-1.6","1.8",3,-1.1,-2.6,0.3,"-2","-5.3","1.4","-0.9","-2.5","0.7","4","-2","-3.3","-0.6","-5.3","-8.5","-2","-1.2","-2.8","0.3",-0.6,-2.2,0.9,"-3.4","-7","0.1","0","-1.7","1.7",-1.2,-2.7,0.3,"-2","-5.4","1.5","-1.1","-2.7","0.6","-2","-3.4","-0.6","-5.3","-8.5","-2","-1.2","-2.8","0.3","141779, 141783, 141856"
"TR02470",5318,"Multi-academy trust","WHITE WOODS PRIMARY ACADEMY TRUST","East Midlands and Humber",4,4,148,16.5,27.7,72.3,1.4,10.1,3,1,0,1,3,3,-0.9,-1.9,0.1,"-1.3","-3.2","0.5","-0.7","-1.9","0.4",2,1.1,0.1,2,"1","-0.8","2.7","1.1","0","2.2","2","1.7","0.8","2.6","3","1.4","4.7","1.2","0.1","2.2",-0.9,-1.9,0.1,"-1.3","-3.2","0.5","-0.7","-1.9","0.4",1.1,0.1,2,"1","-0.8","2.8","1.1","0","2.2","1.7","0.8","2.6","3","1.3","4.7","1.2","0.1","2.2","140109, 140115, 140116, 141337"
"TR03021",5351,"Multi-academy trust","WILLOWS ACADEMY TRUST","East Midlands and Humber",3,3,136,16.9,30.1,69.9,0.7,2.9,3,0,0,3,0,4,-2.3,-3.3,-1.3,"SUPPM","SUPPM","SUPPM","-1.7","-2.9","-0.5",3,-0.7,-1.6,0.3,"SUPPM","SUPPM","SUPPM","-0.8","-1.9","0.4","4","-2.3","-3.2","-1.4","SUPPM","SUPPM","SUPPM","-1.5","-2.6","-0.5",-2.3,-3.3,-1.3,"SUPPM","SUPPM","SUPPM","-1.7","-2.9","-0.5",-0.7,-1.7,0.3,"SUPPM","SUPPM","SUPPM","-0.8","-2","0.4","-2.3","-3.2","-1.4","SUPPM","SUPPM","SUPPM","-1.5","-2.7","-0.4","141540, 141543, 141544"
"TR02510",5370,"Multi-academy trust","WISE ACADEMIES","North",4,4,161,15.4,64,36,0,5.6,2,2,0,0,4,2,2.1,1.1,3,"1.5","0.3","2.6","3.1","1.5","4.7",2,2.3,1.4,3.2,"1.8","0.7","2.9","3.3","1.8","4.8","3","0.2","-0.6","1.1","0","-1.1","1","0.7","-0.7","2.2",2,1.1,3,"1.5","0.3","2.6","3.1","1.5","4.7",2.3,1.4,3.2,"1.8","0.7","2.9","3.3","1.8","4.8","0.2","-0.6","1.1","-0.1","-1.1","1","0.7","-0.7","2.2","136486, 136487, 138577, 138976"
"TR03088",15713,"Multi-academy trust","YORKSHIRE COLLABORATIVE ACADEMY TRUST","North",3,2,71,16.1,5.6,94.4,2.8,0,3,0,0,3,0,1,3.2,1.8,4.6,"SUPPM","SUPPM","SUPPM","3.2","1.7","4.6",1,3.4,2,4.7,"SUPPM","SUPPM","SUPPM","3.1","1.7","4.5","1","4","2.7","5.2","SUPPM","SUPPM","SUPPM","3.8","2.5","5.2",3.2,1.8,4.6,"SUPPM","SUPPM","SUPPM","3.2","1.7","4.6",3.4,2,4.7,"SUPPM","SUPPM","SUPPM","3.1","1.7","4.5","4","2.7","5.3","SUPPM","SUPPM","SUPPM","3.8","2.5","5.2","142189, 142198, 142201"
