RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,ALL_BAND,ALL_SCORE,ALL_UPPER,ALL_LOWER,ALL_COHORT,ALL_PROGRESSED,ALL_APPREN,ALL_HE,ALL_TOP3RD,ALL_HTECH,ACADAGEN_COHORT,ACADAGEN_PROGRESSED,ACADAGEN_SCORE,ACADAGEN_UPPER,ACADAGEN_LOWER,ACADAGEN_BAND,TLEV_COHORT,TLEV_PROGRESSED,TLEV_SCORE,TLEV_UPPER,TLEV_LOWER,TLEV_BAND,OTHER_COHORT,OTHER_PROGRESSED,OTHER_SCORE,OTHER_UPPER,OTHER_LOWER,OTHER_BAND,DIS_PROGRESSED,DIS_APPREN,DIS_HE,DIS_TOP3RD,DIS_HTECH
1,879,4186,137206,Tor Bridge High,ACC,0,0,3,-3,6,-12,75,64%,1%,63%,8%,0%,64,67%,-3,6,-12,3,11,45%,-5,24,-34,3,0,0%,NA,NA,NA,NA,75%,SUPP,SUPP,SUPP,0%
1,879,4187,136668,Lipson Co-operative Academy,ACC,0,0,3,-1,10,-12,56,68%,0%,68%,18%,0%,53,72%,1,11,-9,3,2,SUPP,SUPP,SUPP,SUPP,3,1,SUPP,SUPP,SUPP,SUPP,3,SUPP,0%,SUPP,SUPP,0%
1,879,4190,136626,Stoke Damerel Community College,ACC,0,0,3,-8,3,-19,53,55%,2%,51%,6%,2%,49,57%,-7,4,-18,3,2,SUPP,SUPP,SUPP,SUPP,3,2,SUPP,SUPP,SUPP,SUPP,3,41%,SUPP,SUPP,SUPP,SUPP
1,879,4605,140737,Notre Dame RC School,ACC,0,0,3,4,18,-10,34,76%,0%,74%,12%,3%,34,76%,4,17,-9,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,83%,0%,SUPP,SUPP,SUPP
1,879,5406,136496,Devonport High School for Boys,ACC,0,0,3,0,6,-6,164,88%,5%,82%,53%,1%,164,88%,0,6,-6,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,86%,0%,SUPP,SUPP,SUPP
1,879,8005,130649,City College Plymouth,General Further Education College,0,0,4,-14,-10,-17,442,35%,1%,26%,2%,8%,117,39%,-22,-14,-29,5,64,53%,6,18,-6,3,261,28%,-15,-9,-20,4,25%,0%,20%,2%,6%
LA,879,,,,,,,NA,-6,NA,NA,1438,62%,2%,56%,18%,3%,1077,72%,-4,NA,NA,NA,95,50%,2,NA,NA,NA,266,28%,-16,NA,NA,NA,65%,3%,59%,21%,3%
1,880,4000,138370,Torquay Academy,AC,0,0,3,-7,1,-15,100,61%,1%,59%,22%,1%,81,65%,-8,0,-16,3,0,0%,NA,NA,NA,NA,19,42%,-4,18,-26,3,43%,SUPP,36%,21%,SUPP
1,880,4114,136506,Torquay Girls Grammar School,ACC,0,0,3,2,10,-6,103,91%,0%,91%,68%,0%,103,91%,2,9,-5,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,0%,100%,70%,0%
1,880,4116,136388,Churston Ferrers Grammar School Academy,ACC,0,0,3,-7,0,-13,146,78%,2%,74%,43%,2%,146,78%,-7,0,-13,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,67%,0%,67%,58%,0%
1,880,4117,113526,The Spires College,FD,0,0,3,-11,3,-25,34,59%,0%,56%,6%,3%,33,61%,-9,4,-22,3,1,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,880,4118,137755,Brixham College,ACC,0,0,3,7,18,-4,55,75%,2%,67%,11%,5%,55,75%,7,17,-3,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,73%,SUPP,64%,18%,SUPP
1,880,4601,113551,St Cuthbert Mayne School,VA,0,0,3,-4,7,-15,50,64%,0%,58%,10%,6%,48,67%,-2,9,-13,3,2,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,SUPP,0%,55%,9%,SUPP
1,880,5401,136321,Torquay Boys' Grammar School,ACC,0,0,3,0,7,-7,125,88%,1%,87%,66%,0%,125,88%,0,7,-7,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,80%,SUPP,SUPP,SUPP,0%
1,880,8003,130648,South Devon College,General Further Education College,0,0,4,-15,-10,-19,277,42%,1%,31%,5%,10%,132,54%,-16,-9,-22,4,28,36%,-9,9,-27,3,117,31%,-16,-7,-24,4,44%,0%,36%,7%,7%
LA,880,,,,,,,NA,-7,NA,NA,890,66%,1%,61%,30%,4%,723,74%,-5,NA,NA,NA,31,32%,-12,NA,NA,NA,136,32%,-15,NA,NA,NA,68%,1%,63%,31%,4%
1,866,4004,145155,UTC Swindon,UTC,0,0,3,17,34,0,22,73%,36%,32%,5%,5%,8,75%,11,38,-16,3,14,71%,21,46,-4,3,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,866,4006,145883,Great Western Academy,F,0,0,3,-6,5,-17,53,70%,4%,64%,25%,2%,53,70%,-6,4,-16,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,0%,SUPP,SUPP,SUPP
1,866,4086,137264,Lydiard Park Academy,ACC,0,0,4,-13,-2,-23,61,64%,2%,61%,30%,2%,59,66%,-13,-2,-23,4,2,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,866,5410,137190,The Commonweal School,ACC,0,0,4,-12,-4,-19,113,60%,3%,57%,19%,1%,106,58%,-15,-7,-22,4,7,86%,35,71,-1,3,0,0%,NA,NA,NA,NA,64%,0%,SUPP,SUPP,SUPP
1,866,5417,137160,The Ridgeway School & Sixth Form College,ACC,0,0,3,5,13,-3,106,89%,4%,85%,40%,0%,106,89%,5,12,-2,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,86%,0%,86%,29%,0%
1,866,6905,135364,Swindon Academy,AC,0,0,3,-9,3,-21,45,56%,0%,51%,7%,4%,33,58%,-16,-2,-29,4,12,50%,11,38,-16,3,0,0%,NA,NA,NA,NA,27%,0%,27%,0%,0%
1,866,8004,130851,New College Swindon,General Further Education College,0,0,4,-8,-5,-10,923,52%,1%,47%,9%,4%,442,55%,-17,-13,-20,4,75,49%,2,13,-9,3,406,50%,1,5,-3,3,45%,1%,41%,8%,4%
LA,866,,,,,,,NA,-7,NA,NA,1323,58%,2%,52%,14%,4%,807,62%,-13,NA,NA,NA,110,54%,7,NA,NA,NA,406,50%,1,NA,NA,NA,59%,3%,53%,14%,4%
1,908,4002,143649,Callington Community College,ACC,0,0,3,-9,2,-20,54,57%,0%,57%,24%,0%,50,60%,-8,3,-19,3,4,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,58%,0%,58%,8%,0%
1,908,4003,144740,Callywith College,F1619,0,0,4,-6,-2,-9,512,63%,2%,59%,19%,1%,414,65%,-8,-4,-11,4,7,71%,26,62,-10,3,91,49%,1,11,-9,3,54%,1%,53%,7%,0%
1,908,4005,145843,Treviglas Academy,AC,0,0,4,-18,-5,-30,46,33%,0%,28%,7%,4%,4,SUPP,SUPP,SUPP,SUPP,3,14,43%,-11,14,-36,3,28,21%,-25,-6,-43,4,0%,0%,0%,0%,0%
1,908,4009,139155,Launceston College,ACC,0,0,3,-11,0,-22,52,62%,2%,60%,21%,0%,52,62%,-11,0,-21,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,908,4143,136575,Saltash Community School,ACC,0,0,3,-3,8,-14,53,72%,4%,66%,9%,2%,53,72%,-3,7,-13,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,67%,0%,SUPP,SUPP,SUPP
1,908,4144,112041,Torpoint Community College,FD,0,0,5,-22,-5,-38,26,42%,0%,42%,8%,0%,19,53%,-17,1,-35,3,7,14%,-34,2,-70,3,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,908,4146,143981,Helston Community College,ACC,0,0,3,-7,2,-16,77,61%,1%,60%,13%,0%,63,63%,-10,0,-19,3,13,54%,9,35,-17,3,1,SUPP,SUPP,SUPP,SUPP,3,50%,SUPP,SUPP,SUPP,0%
1,908,4150,112045,Budehaven Community School,FD,0,0,4,-15,-3,-26,57,54%,0%,53%,12%,2%,57,54%,-15,-4,-25,4,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,33%,0%,SUPP,SUPP,SUPP
1,908,4152,137223,Falmouth School,ACC,0,0,5,-32,-20,-43,56,38%,0%,36%,11%,2%,53,36%,-35,-24,-45,5,3,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,44%,0%,SUPP,SUPP,SUPP
1,908,4154,136383,Bodmin College,ACC,0,0,3,-4,4,-12,99,65%,2%,56%,19%,7%,80,73%,-3,5,-11,3,0,0%,NA,NA,NA,NA,19,32%,-11,11,-33,3,44%,SUPP,33%,6%,SUPP
1,908,4158,136524,Camborne Science and International Academy,ACC,0,0,3,2,11,-7,74,78%,3%,76%,30%,0%,73,78%,2,11,-7,3,0,0%,NA,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,3,81%,SUPP,SUPP,SUPP,0%
1,908,4165,136533,Newquay Tretherras,ACC,0,0,3,-9,0,-18,70,64%,3%,59%,26%,3%,66,67%,-8,1,-17,3,4,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,38%,0%,38%,25%,0%
1,908,4167,144291,Liskeard School and Community College,ACC,0,0,4,-15,-3,-26,56,55%,0%,52%,14%,4%,51,57%,-16,-4,-27,4,5,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,62%,0%,62%,8%,0%
1,908,8000,130627,Cornwall College,General Further Education College,0,0,4,-10,-5,-14,378,37%,1%,26%,2%,10%,0,0%,NA,NA,NA,NA,151,31%,-17,-9,-24,4,227,41%,-6,0,-12,3,27%,SUPP,18%,0%,SUPP
1,908,8005,130629,Truro and Penwith College,General Further Education College,0,0,4,-7,-4,-9,1601,64%,1%,60%,25%,2%,1268,69%,-8,-5,-10,4,92,39%,-11,0,-21,3,241,46%,-3,3,-9,3,50%,0%,47%,15%,3%
LA,908,,,,,,,NA,-8,NA,NA,3211,59%,1%,55%,20%,3%,2303,67%,-8,NA,NA,NA,300,36%,-12,NA,NA,NA,608,43%,-5,NA,NA,NA,61%,1%,57%,21%,3%
1,865,4000,131969,Abbeyfield School,CY,0,0,3,-3,7,-13,62,71%,5%,63%,23%,3%,62,71%,-3,7,-13,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,865,4002,138885,The Clarendon Academy,AC,0,0,3,6,18,-6,45,76%,0%,73%,16%,2%,35,80%,6,19,-7,3,10,60%,5,35,-25,3,0,0%,NA,NA,NA,NA,67%,0%,SUPP,SUPP,SUPP
1,865,4004,140621,Salisbury Sixth Form College,F1619,0,0,3,-5,2,-12,140,64%,4%,60%,15%,0%,126,66%,-5,2,-12,3,0,0%,NA,NA,NA,NA,14,43%,-2,23,-27,3,69%,13%,56%,19%,0%
1,865,4008,146344,Melksham Oak Community School,ACC,0,0,4,-12,-1,-22,64,56%,5%,50%,13%,2%,49,57%,-19,-7,-30,4,15,53%,10,34,-14,3,0,0%,NA,NA,NA,NA,50%,0%,SUPP,SUPP,SUPP
1,865,4064,137308,Malmesbury School,ACC,0,0,3,6,14,-2,106,87%,2%,84%,53%,1%,106,87%,6,13,-1,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,865,4066,136611,The Corsham School,ACC,0,0,3,-2,6,-10,99,73%,4%,68%,26%,1%,82,72%,-8,0,-16,3,17,76%,30,53,6,2,0,0%,NA,NA,NA,NA,77%,0%,SUPP,SUPP,SUPP
1,865,4067,136911,Royal Wootton Bassett Academy,ACC,0,0,3,-3,3,-9,172,76%,6%,69%,27%,1%,172,76%,-3,3,-9,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,69%,SUPP,62%,31%,SUPP
1,865,4072,137230,Kingdown School,ACC,0,0,4,-12,-4,-19,120,66%,3%,61%,23%,3%,112,70%,-11,-3,-18,4,8,13%,-33,1,-67,3,0,0%,NA,NA,NA,NA,73%,0%,67%,33%,7%
1,865,4075,138020,The John of Gaunt School,ACC,0,0,3,-2,10,-14,41,76%,5%,71%,27%,0%,40,75%,-3,9,-15,3,1,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,865,4537,137057,St Laurence School,ACC,0,0,3,-1,6,-8,137,79%,1%,77%,28%,0%,137,79%,-1,5,-7,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,60%,0%,60%,10%,0%
1,865,5400,137375,St Augustine's Catholic College,ACC,0,0,3,1,9,-7,94,82%,0%,82%,46%,0%,94,82%,1,9,-7,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,865,5404,136632,Sheldon School,ACC,0,0,4,-8,-1,-14,160,68%,3%,63%,23%,2%,160,68%,-8,-1,-14,4,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,69%,6%,56%,6%,6%
1,865,5405,138623,St John's Marlborough,ACC,0,0,3,4,9,-1,210,84%,1%,82%,35%,1%,210,84%,4,9,-1,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,73%,0%,73%,36%,0%
1,865,5406,137650,Kingsbury Green Academy,ACC,0,0,3,-1,10,-12,53,70%,2%,68%,21%,0%,53,70%,-1,9,-11,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,75%,SUPP,SUPP,SUPP,0%
1,865,5411,138630,Devizes School,ACC,0,0,3,-7,1,-15,91,69%,3%,65%,26%,1%,77,73%,-8,0,-16,3,14,50%,-3,22,-28,3,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,865,5412,136391,South Wilts Grammar School,ACC,0,0,3,0,6,-6,164,88%,2%,84%,51%,2%,164,88%,0,6,-6,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,83%,0%,83%,17%,0%
1,865,5413,136500,Bishop Wordsworth's Church of England Grammar School,ACC,0,0,3,1,8,-6,126,91%,2%,89%,69%,1%,126,91%,1,8,-6,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,83%,0%,SUPP,SUPP,SUPP
1,865,5414,136296,Hardenhuish School,ACC,0,0,3,-2,4,-8,155,77%,3%,73%,35%,1%,155,77%,-2,4,-8,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,SUPP,86%,14%,SUPP
1,865,5415,126510,Matravers School,FD,0,0,3,-10,2,-22,41,66%,5%,56%,20%,5%,40,68%,-10,2,-22,3,0,0%,NA,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,3,SUPP,SUPP,22%,11%,SUPP
1,865,6905,135804,The Wellington Academy,AC,0,0,3,6,17,-5,49,69%,2%,67%,10%,0%,49,69%,6,17,-5,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,865,6906,136183,Sarum Academy,AC,0,0,5,-22,-7,-36,31,35%,0%,35%,3%,0%,29,34%,-23,-8,-37,5,2,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,9%,0%,9%,SUPP,0%
1,865,8001,132779,Wiltshire College and University Centre,General Further Education College,0,0,4,-13,-9,-16,585,40%,3%,29%,1%,9%,238,39%,-24,-18,-29,5,114,33%,-14,-4,-23,4,233,45%,-1,5,-7,3,31%,1%,25%,2%,5%
LA,865,,,,,,,NA,-5,NA,NA,2745,68%,3%,63%,25%,3%,2316,73%,-5,NA,NA,NA,181,41%,-7,NA,NA,NA,248,44%,-2,NA,NA,NA,69%,3%,64%,26%,3%
1,839,4000,138385,LeAF Studio,SS,0,0,4,-18,-8,-27,77,38%,0%,34%,4%,4%,35,57%,-7,6,-20,3,0,0%,NA,NA,NA,NA,42,21%,-27,-12,-41,4,22%,0%,22%,0%,0%
1,839,4001,139711,Magna Academy,AC,0,0,NA,SUPP,SUPP,SUPP,4,SUPP,SUPP,SUPP,SUPP,SUPP,4,SUPP,SUPP,SUPP,SUPP,3,0,SUPP,NA,NA,NA,NA,0,SUPP,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,839,4177,136649,Twynham School,ACC,0,0,3,1,7,-5,168,80%,4%,75%,27%,1%,168,80%,1,7,-5,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,77%,0%,77%,23%,0%
1,839,4610,113893,"St Edward's Roman Catholic/Church of England School, Poole",VA,0,0,3,-7,2,-16,79,70%,1%,68%,23%,0%,71,70%,-10,0,-19,3,8,63%,13,47,-21,3,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,839,5400,137452,Bournemouth School,ACC,0,0,3,-1,5,-7,141,88%,4%,82%,54%,2%,141,88%,-1,5,-7,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,88%,0%,88%,63%,0%
1,839,5403,136368,Parkstone Grammar School,ACC,0,0,3,4,10,-2,163,91%,1%,89%,60%,1%,163,91%,4,10,-2,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,839,5404,138193,Avonbourne Girls Academy,ACC,0,0,1,20,33,6,36,92%,0%,89%,25%,3%,36,92%,20,33,6,1,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,839,5405,136996,Bournemouth School for Girls,ACC,0,0,3,1,8,-6,129,87%,2%,84%,48%,1%,129,87%,1,7,-5,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,0%,SUPP,SUPP,SUPP
1,839,5406,136763,Highcliffe School,ACC,0,0,4,-9,-1,-16,124,65%,2%,63%,21%,0%,124,65%,-9,-1,-16,4,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,50%,0%,50%,0%,0%
1,839,5407,113907,Poole High School,FD,0,0,4,-9,-1,-16,118,65%,3%,61%,18%,2%,118,65%,-9,-1,-16,4,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,62%,0%,62%,15%,0%
1,839,5408,137349,St Peter's Catholic Comprehensive School,ACC,0,0,3,-3,3,-9,186,74%,1%,74%,27%,0%,186,74%,-3,2,-8,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,50%,SUPP,SUPP,SUPP,0%
1,839,5409,136850,Poole Grammar School,ACC,0,0,3,-5,1,-11,159,82%,6%,77%,52%,0%,159,82%,-5,1,-11,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,839,5410,136574,Corfe Hills School,ACC,0,0,4,-16,-7,-24,104,58%,6%,50%,15%,2%,97,59%,-16,-7,-24,4,7,43%,-5,31,-41,3,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,839,6905,136120,The Bishop of Winchester Academy,AC,0,0,3,9,20,-2,52,85%,4%,79%,35%,2%,47,83%,6,17,-5,3,5,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,839,6906,136125,The Bourne Academy,AC,0,0,3,-5,9,-19,35,66%,3%,63%,26%,0%,32,72%,-1,12,-14,3,3,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,0%
1,839,8000,130652,The Bournemouth and Poole College,General Further Education College,0,0,4,-16,-11,-20,334,40%,1%,34%,7%,4%,105,58%,-12,-4,-19,4,14,36%,-13,12,-38,3,215,31%,-18,-11,-24,4,42%,2%,35%,2%,5%
LA,839,,,,,,,NA,-6,NA,NA,1909,69%,2%,65%,29%,2%,1615,76%,-4,NA,NA,NA,37,49%,-2,NA,NA,NA,257,29%,-19,NA,NA,NA,71%,3%,67%,30%,2%
1,838,4002,141735,The Sir John Colfox Academy,ACC,0,0,3,-10,1,-21,54,63%,0%,63%,20%,0%,51,65%,-10,1,-21,3,1,SUPP,SUPP,SUPP,SUPP,3,2,SUPP,SUPP,SUPP,SUPP,3,83%,0%,83%,17%,0%
1,838,4005,147443,Budmouth Academy Weymouth,AC,0,0,3,-8,0,-15,125,63%,2%,55%,14%,6%,125,63%,-8,0,-15,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,69%,0%,46%,8%,23%
1,838,4022,113854,Ferndown Upper School,CY,0,0,4,-14,-5,-22,90,54%,6%,48%,20%,1%,76,58%,-15,-5,-24,4,14,36%,-10,15,-35,3,0,0%,NA,NA,NA,NA,50%,0%,SUPP,SUPP,SUPP
1,838,4024,148737,The Purbeck School,ACC,0,0,3,-7,3,-17,67,67%,1%,66%,22%,0%,58,71%,-7,3,-17,3,9,44%,-6,26,-38,3,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,838,4035,113863,Lytchett Minster School,FD,0,0,3,-8,0,-15,118,65%,3%,63%,20%,0%,102,66%,-11,-3,-18,4,16,63%,12,36,-12,3,0,0%,NA,NA,NA,NA,67%,0%,67%,44%,0%
1,838,4179,149657,Sturminster Newton High School,ACC,0,0,5,-22,-7,-36,34,53%,3%,50%,29%,0%,34,53%,-22,-8,-35,5,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,50%,SUPP,SUPP,SUPP,0%
1,838,4503,113882,Gillingham School,VC,0,0,4,-8,-1,-14,159,65%,2%,64%,26%,0%,159,65%,-8,-1,-14,4,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,67%,0%,67%,17%,0%
1,838,4504,141526,Queen Elizabeth's School,ACC,0,0,4,-9,-2,-15,174,67%,1%,64%,27%,2%,174,67%,-9,-3,-14,4,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,64%,SUPP,57%,14%,SUPP
1,838,4505,113884,Beaminster School,VC,0,0,3,-2,13,-17,30,73%,3%,67%,23%,3%,29,76%,-1,13,-15,3,0,0%,NA,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,SUPP
1,838,4510,113888,The Blandford School,VC,0,0,3,-4,7,-15,48,75%,4%,71%,38%,0%,48,75%,-4,7,-15,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,838,4511,140898,Shaftesbury School,ACC,0,0,3,-6,4,-16,61,62%,0%,62%,21%,0%,59,64%,-5,5,-15,3,0,0%,NA,NA,NA,NA,2,SUPP,SUPP,SUPP,SUPP,3,SUPP,0%,SUPP,SUPP,0%
1,838,4512,138471,The Gryphon School,ACC,0,0,3,-6,0,-12,172,71%,2%,66%,33%,2%,170,72%,-6,0,-12,3,2,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,44%,0%,44%,11%,0%
1,838,4615,137163,The Thomas Hardye School,ACC,0,0,3,-5,0,-9,382,73%,2%,70%,29%,1%,382,73%,-5,0,-9,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,68%,3%,62%,19%,3%
1,838,5401,113901,The Woodroffe School,FD,0,0,4,-10,-1,-18,93,66%,3%,61%,25%,1%,93,66%,-10,-1,-18,4,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,29%,0%,SUPP,SUPP,SUPP
1,838,8001,130653,Weymouth and Kingston Maurward College,General Further Education College,0,0,3,-5,0,-10,231,45%,1%,36%,3%,9%,50,48%,-15,-3,-26,4,0,0%,NA,NA,NA,NA,181,45%,-2,5,-9,3,52%,SUPP,43%,4%,SUPP
LA,838,,,,,,,NA,-8,NA,NA,1919,63%,2%,58%,22%,3%,1617,67%,-8,NA,NA,NA,89,43%,-8,NA,NA,NA,213,41%,-5,NA,NA,NA,64%,2%,59%,23%,3%
1,878,4001,139553,The Ilfracombe Church of England Academy,AC,0,0,3,2,12,-8,60,73%,2%,68%,20%,3%,60,73%,2,12,-8,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,63%,SUPP,SUPP,SUPP,0%
1,878,4003,136646,Queen Elizabeth's,ACC,0,0,3,-1,8,-10,78,76%,0%,74%,35%,1%,78,76%,-1,7,-9,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,71%,0%,SUPP,SUPP,SUPP
1,878,4004,136912,Honiton Community College,ACC,0,0,3,-16,0,-32,24,54%,8%,42%,13%,4%,24,54%,-16,0,-32,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,878,4005,136673,The King's School,ACC,0,0,3,1,9,-7,93,82%,2%,78%,31%,1%,93,82%,1,9,-7,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,878,4008,140971,Exeter Mathematics School,F1619,0,0,3,1,12,-10,56,93%,5%,88%,77%,0%,56,93%,1,11,-9,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,878,4009,136638,Clyst Vale Community College,ACC,0,0,3,-10,4,-24,34,71%,0%,71%,41%,0%,34,71%,-10,3,-23,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,878,4011,149602,Sidmouth College,ACC,0,0,5,-19,-5,-32,40,55%,3%,53%,20%,0%,40,55%,-19,-6,-31,4,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,878,4012,136612,Exmouth Community College,ACC,0,0,4,-16,-9,-22,141,56%,2%,52%,18%,1%,141,56%,-16,-9,-22,4,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,46%,8%,38%,15%,0%
1,878,4017,141749,South Devon UTC,UTC,0,0,5,-24,-3,-44,16,31%,6%,19%,0%,6%,12,42%,-18,4,-40,3,0,0%,NA,NA,NA,NA,4,SUPP,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,SUPP
1,878,4019,142540,Bideford College,AC,0,0,3,-6,3,-15,81,69%,0%,65%,31%,4%,81,69%,-6,2,-14,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,71%,0%,57%,14%,14%
1,878,4108,136569,South Dartmoor Community College,ACC,0,0,3,1,11,-9,59,73%,2%,69%,34%,2%,53,75%,0,10,-10,3,6,50%,11,50,-28,3,0,0%,NA,NA,NA,NA,29%,SUPP,SUPP,SUPP,SUPP
1,878,4109,149247,King Edward VI Community College,ACC,0,0,4,-17,-6,-27,64,53%,2%,52%,22%,0%,56,57%,-17,-6,-27,4,8,25%,-21,13,-55,3,0,0%,NA,NA,NA,NA,33%,SUPP,SUPP,SUPP,0%
1,878,4110,136367,Kingsbridge Academy,ACC,0,0,4,-9,-1,-16,120,63%,2%,61%,30%,0%,87,76%,-4,4,-12,3,33,27%,-22,-5,-38,4,0,0%,NA,NA,NA,NA,47%,0%,47%,26%,0%
